"Missing free gift offer id.","Falta el id de la oferta de regalo."
"Missing score rule id.","Falta el id de la regla de puntuación."
"Missing segment id.","Falta el id del segmento."
"My Offers","Mis ofertas"
"Name","Nombre"
"New Campaign","Nueva campaña"
"New Content Block","Nuevo bloque de contenido"
"New Free Gift Offer","Nueva oferta de regalo"
"New Score Rule","Nueva regla de puntuación"
"New Segment","Nuevo segmento"
"Next Expected","Próximo esperado"
"No authenticated customer for this request.","No hay un cliente autenticado para esta solicitud."
"No actions configured","No hay acciones configuradas"
"No campaigns yet — create one to get started.","Todavía no hay campañas — crea una para empezar."
"No customers currently match this segment.","Actualmente ningún cliente coincide con este segmento."
"No free items — Y is 0. Set ""Discount Amount"" to how many should be free.","Ningún artículo gratis — Y es 0. Define ""Importe del descuento"" con la cantidad que debe ser gratis."
"No trigger configured","No hay ningún disparador configurado"
"Not Equals","No es igual a"
"Not eligible for extension","No elegible para extensión"
"Offer ""%1"" has been extended to %2.","La oferta ""%1"" se ha extendido hasta %2."
"Offer Expiry Reminder","Recordatorio de caducidad de oferta"
"Offer with id ""%1"" does not exist.","La oferta con id ""%1"" no existe."
"On-Site Behavior Tracking","Seguimiento del comportamiento en el sitio"
"Operator","Operador"
"Order Approval Admin Email","Email del administrador para aprobación de pedidos"
"Order Approval Workflow","Flujo de aprobación de pedidos"
"Order Placed","Pedido realizado"
"Order Spend Limit (requires approval above this amount)","Límite de gasto del pedido (requiere aprobación por encima de este importe)"
"Order approval with id ""%1"" does not exist or is no longer pending.","La aprobación de pedido con id ""%1"" no existe o ya no está pendiente."
"Order approval with id ""%1"" does not exist.","La aprobación de pedido con id ""%1"" no existe."
"Orders","Pedidos"
"Orders Considered","Pedidos considerados"
"Ordo Automation","Ordo Automation"
"Ordo Automation Campaigns","Ordo Automation — Campañas"
"Ordo Automation Content Blocks","Ordo Automation — Bloques de contenido"
"Ordo Automation Free Gifts","Ordo Automation — Regalos"
"Ordo Automation Score Rules","Ordo Automation — Reglas de puntuación"
"Ordo Automation Section","Ordo Automation — Sección"
"Ordo Automation Segments","Ordo Automation — Segmentos"
"Output variable name (optional)","Nombre de la variable de salida (opcional)"
"Params (JSON)","Parámetros (JSON)"
"Params (JSON) — only needed for a condition type without a dedicated field above","Parámetros (JSON) — solo necesario para un tipo de condición sin un campo dedicado arriba"
"Params (JSON) — only needed for an action type without a dedicated field above","Parámetros (JSON) — solo necesario para un tipo de acción sin un campo dedicado arriba"
"Please enter a tag.","Introduce una etiqueta."
"Please enter a valid number of points.","Introduce un número de puntos válido."
"Points","Puntos"
"Points (used by ""Add Points"")","Puntos (usado por ""Añadir puntos"")"
"Popup body","Cuerpo del popup"
"Popup frequency cap (hours)","Límite de frecuencia del popup (horas)"
"Popup headline","Titular del popup"
"Popup poll interval (seconds)","Intervalo de sondeo del popup (segundos)"
"Preview","Vista previa"
"Product Feed","Feed de productos"
"Products","Productos"
"Queued ""%1"" for %2 matching customer(s).","Se ha puesto en cola ""%1"" para %2 cliente(s) coincidente(s)."
"R Quintile","Quintil R"
"RFM Report","Informe RFM"
"RFM Score","Puntuación RFM"
"RSS 2.0 feed URL, refetched every 30 minutes by cron (or on demand via ""Refresh Feed Now"")","URL del feed RSS 2.0, se vuelve a obtener cada 30 minutos por cron (o bajo demanda con ""Actualizar feed ahora"")"
"RSS Feed","Feed RSS"
"Raw HTML to embed for a ""snippet"" block.","HTML en bruto para incrustar en un bloque de tipo ""fragmento""."
"Recency, frequency and spend quintiles across all customers","Quintiles de recencia, frecuencia y gasto de todos los clientes"
"Recovered revenue","Ingresos recuperados"
"Reference","Referencia"
"Refresh Feed Now","Actualizar feed ahora"
"Refresh failed: %1","Error al actualizar: %1"
"Remove","Quitar"
"Reorder Cycles","Ciclos de recompra"
"Reorder Reminder","Recordatorio de recompra"
"Reorder cycle with id ""%1"" does not exist.","El ciclo de recompra con id ""%1"" no existe."
"Responded","Respondido"
"Response rate","Tasa de respuesta"
"Reusable HTML snippet, RSS, and product feed blocks for campaign emails","Bloques reutilizables de fragmentos HTML, RSS y feeds de productos para emails de campaña"
"Run Bulk Action","Ejecutar acción masiva"
"Runs against everyone currently matching this segment's conditions. The action is queued and applied asynchronously.","Se ejecuta sobre todos los que actualmente cumplen las condiciones de este segmento. La acción se pone en cola y se aplica de forma asíncrona."
"SKU","SKU"
"SKU ""%1"" is not an eligible free gift for this cart.","El SKU ""%1"" no es un regalo elegible para este carrito."
"Sales Rep Signature & Digest","Firma y resumen del representante de ventas"
"Save & Continue Edit","Guardar y continuar editando"
"Save Campaign","Guardar campaña"
"Save Content Block","Guardar bloque de contenido"
"Save Offer","Guardar oferta"
"Save Score Rule","Guardar regla de puntuación"
"Save Segment","Guardar segmento"
"Saved, reusable customer conditions — reference from any campaign via the ""In Segment"" condition","Condiciones de cliente guardadas y reutilizables — referéncialas desde cualquier campaña mediante la condición ""En segmento"""
"Score Rule Information","Información de la regla de puntuación"
"Score Rules","Reglas de puntuación"
"Score Threshold","Umbral de puntuación"
"Score Threshold Crossed","Umbral de puntuación superado"
"Searchable — includes core customer fields and EAV custom attributes","Con búsqueda — incluye campos básicos del cliente y atributos personalizados EAV"
"Segment Information","Información del segmento"
"Segments","Segmentos"
"Send reminder N days before the expected date","Enviar recordatorio N días antes de la fecha prevista"
"Send reminder N days before the offer expires","Enviar recordatorio N días antes de que caduque la oferta"
"Send reminder N minutes after last cart activity","Enviar recordatorio N minutos después de la última actividad del carrito"
"Send weekly digest to reps","Enviar resumen semanal a los representantes"
"Sent","Enviado"
"Sort Order","Orden"
"Source","Origen"
"Status","Estado"
"Tag","Etiqueta"
"Tag (used by ""Add Tag"")","Etiqueta (usado por ""Añadir etiqueta"")"
"Tag Added","Etiqueta añadida"
"Tag a customer ""inactive"" after this many days without an order","Marca a un cliente como ""inactivo"" tras esta cantidad de días sin pedidos"
"Tag a customer after this many clicks on the same tracked element","Etiqueta a un cliente tras esta cantidad de clics en el mismo elemento rastreado"
"Tag a customer after this many views of the same item","Etiqueta a un cliente tras esta cantidad de visualizaciones del mismo artículo"
"The campaign has been deleted.","La campaña se ha eliminado."
"The campaign has been saved.","La campaña se ha guardado."
"The content block has been deleted.","El bloque de contenido se ha eliminado."
"The content block has been saved.","El bloque de contenido se ha guardado."
"The free gift offer has been deleted.","La oferta de regalo se ha eliminado."
"The free gift offer has been saved.","La oferta de regalo se ha guardado."
"The gift selection contains duplicate SKUs.","La selección de regalos contiene SKUs duplicados."
"The order for this approval could not be found.","No se ha podido encontrar el pedido de esta aprobación."
"The score rule has been deleted.","La regla de puntuación se ha eliminado."
"The score rule has been saved.","La regla de puntuación se ha guardado."
"The segment has been deleted.","El segmento se ha eliminado."
"The segment has been saved.","El segmento se ha guardado."
"This campaign no longer exists.","Esta campaña ya no existe."
"This content block is not an RSS feed.","Este bloque de contenido no es un feed RSS."
"This content block no longer exists.","Este bloque de contenido ya no existe."
"This free gift offer no longer exists.","Esta oferta de regalo ya no existe."
"This offer could not be found.","No se ha podido encontrar esta oferta."
"This offer has already been extended the maximum of %1 time(s).","Esta oferta ya se ha extendido el máximo de %1 vez/veces."
"This score rule no longer exists.","Esta regla de puntuación ya no existe."
"This segment no longer exists.","Este segmento ya no existe."
"Tiers","Niveles"
"Total","Total"
"Total Spend","Gasto total"
"Total campaigns","Campañas totales"
"Tracked reorder cycles","Ciclos de recompra rastreados"
"Trigger","Disparador"
"Trigger Event","Evento disparador"
"Trigger performance","Rendimiento del disparador"
"Triggers","Disparadores"
"Trigger(s)","Disparador(es)"
"Triggers, thresholds, tracking, and more","Disparadores, umbrales, seguimiento y más"
"Triggers: %1","Disparadores: %1"
"Type","Tipo"
"Unique machine identifier, referenced by a campaign's ""Add Dynamic Content"" action","Identificador único, referenciado por la acción ""Añadir contenido dinámico"" de una campaña"
"Updated","Actualizado"
"Value","Valor"
"Visitor Tag Added (anonymous)","Etiqueta añadida a un visitante anónimo"
"Wait this long after the previous step (or the trigger, for the first action) before running this one. 0 runs immediately.","Espera este tiempo tras el paso anterior (o el disparador, para la primera acción) antes de ejecutar este. 0 se ejecuta de inmediato."
"Warn at this % of credit limit used","Avisar a este % de uso del límite de crédito"
"You have no offers yet.","Todavía no tienes ofertas."
"You may select at most %1 gift(s) with the current cart subtotal.","Puedes seleccionar como máximo %1 regalo(s) con el subtotal actual del carrito."
"Your order could not be placed because your account has reached its credit limit. Please contact your sales representative.","Tu pedido no se ha podido realizar porque tu cuenta ha alcanzado su límite de crédito. Ponte en contacto con tu representante de ventas."
"campaign","campaña"
"content block","bloque de contenido"
"e.g. {""tag"":""vip""}, {""amount"":""100""}, {""threshold"":""50""}, {""days"":""30""}, {""count"":""3""}, {""segment_id"":""2""} — see the condition type's docblock in Model/Campaign/Condition/ for the exact keys it reads.","p. ej. {""tag"":""vip""}, {""amount"":""100""}, {""threshold"":""50""}, {""days"":""30""}, {""count"":""3""}, {""segment_id"":""2""} — consulta el docblock del tipo de condición en Model/Campaign/Condition/ para ver las claves exactas que lee."
"free gift offer","oferta de regalo"
"score rule","regla de puntuación"
"immediate","inmediato"
"segment","segmento"
"Customer 360","Cliente 360"
"Customer email","Correo del cliente"
"Find a customer","Buscar un cliente"
"Search","Buscar"
"← Back to Dashboard","← Volver al panel"
"Lead score","Puntuación de lead"
"Loyalty tier","Nivel de fidelidad"
"NPS score","Puntuación NPS"
"Never surveyed","Nunca encuestado"
"RFM / order history","RFM / historial de pedidos"
"RFM score","Puntuación RFM"
"Not yet computed","Aún no calculado"
"Days since last order","Días desde el último pedido"
"Never ordered","Nunca pidió"
"Total orders","Pedidos totales"
"Lifetime spend","Gasto total"
"Tags","Etiquetas"
"No tags.","Sin etiquetas."
"Qualifies for segments","Cumple segmentos"
"No matching enabled segments.","Ningún segmento habilitado coincide."
"No customer found for that email.","No se encontró ningún cliente con ese correo."
"Referral Program","Programa de referidos"
"Email Template Version History","Historial de versiones de plantillas de correo"
"Email Template Versions","Versiones de plantillas de correo"
"Could not restore template ""%1"": %2","No se pudo restaurar la plantilla ""%1"": %2"
"Restored %1 template version(s).","Se restauraron %1 versión(es) de plantilla."
"AI-Agent Commerce Readiness","Preparación comercial para agentes de IA"
"Description","Descripción"
"Contact Email","Correo de contacto"
"Requests Per Minute Per API Key","Solicitudes por minuto por clave de API"
"Estimated Delivery Days","Días de entrega estimados"
"AI-agent commerce endpoints are disabled.","Los endpoints de agentes de IA están deshabilitados."
"Missing or invalid API key.","Clave de API ausente o inválida."
"Rate limit exceeded.","Límite de solicitudes superado."
"None of the requested SKUs could be quoted.","No se pudo cotizar ninguno de los SKU solicitados."
"Ordo Automation Customer 360","Ordo Automation Cliente 360"
"Ordo Automation Email Template Versioning","Ordo Automation Versiones de plantillas de correo"
"Level","Nivel"
"Refresh","Actualizar"
"Provider Message ID","ID de mensaje del proveedor"
"Entity ID","ID de entidad"
"Good news — the product you were watching is back in stock.","Buenas noticias — el producto que estabas vigilando ha vuelto a estar en stock."
"Template ID","ID de plantilla"
"Submitted At","Enviado el"
"Per-customer marketing consent, data export, and erasure","Consentimiento de marketing, exportación de datos y borrado por cliente"
"Reorder cycle recalculation failed: %1","Error al recalcular el ciclo de recompra: %1"
"Browse and act on pending order approvals without the original decision email","Consulta y actúa sobre las aprobaciones de pedido pendientes sin el email original de decisión"
"Are you sure you want to delete this lead routing rule?","¿Seguro que quieres eliminar esta regla de enrutamiento de leads?"
"Channels & Content","Canales y contenido"
"Include an opt-out instruction (e.g. ""Reply STOP to unsubscribe"") in the first message to any recipient — required by Twilio's messaging policy and, in the US, the TCPA.","Incluye una instrucción de exclusión (p. ej. ""Responde STOP para darte de baja"") en el primer mensaje a cualquier destinatario — obligatorio según la política de mensajería de Twilio y, en EE. UU., la TCPA."
"Order Approvals","Aprobaciones de pedidos"
"Clicked","Clic realizado"
"Invalid consent update request.","Solicitud de actualización de consentimiento no válida."
"Done","Hecho"
"Customer Email","Email del cliente"
"Post-Purchase Thank You + Coupon","Agradecimiento posterior a la compra + cupón"
"0 / %1 characters","0 / %1 caracteres"
"Subject","Asunto"
"Sent At","Enviado el"
"Missing reorder cycle id.","Falta el id del ciclo de recompra."
"Upcoming","Próximamente"
"Failure","Fallo"
"Variant","Variante"
"Referral Converted (referred customer placed their first order)","Referido convertido (el cliente referido realizó su primer pedido)"
"Send a reorder reminder email to this customer now?","¿Enviar ahora un email de recordatorio de recompra a este cliente?"
"Send reorder reminder","Enviar recordatorio de recompra"
"Erase all data","Borrar todos los datos"
"Attributed Revenue","Ingresos atribuidos"
"All conditions (AND)","Todas las condiciones (AND)"
"Data subject actions","Acciones sobre el interesado"
"External Audience ID","ID de audiencia externa"
"Could not build the cart: %1","No se pudo crear el carrito: %1"
"That customer no longer exists.","Ese cliente ya no existe."
"Are you sure you want to delete the selected campaign(s)?","¿Seguro que quieres eliminar la(s) campaña(s) seleccionada(s)?"
"Campaign ""%1"" was imported.","Se ha importado la campaña ""%1""."
"Too many attempts. Please wait a while and try again.","Demasiados intentos. Espera un momento y vuelve a intentarlo."
"Opted in","Ha aceptado"
"Standard 5-field cron, e.g. ""0 8 * * 1"" for every Monday at 08:00. Precision is bounded by the 5-minute scan interval — a minute field that isn't a multiple of 5 will never match.","Cron estándar de 5 campos, p. ej. ""0 8 * * 1"" para todos los lunes a las 08:00. La precisión está limitada por el intervalo de escaneo de 5 minutos — un campo de minutos que no sea múltiplo de 5 nunca coincidirá."
"Read-only: inbound SMS/WhatsApp replies per customer, including STOP-keyword opt-outs","Solo lectura: respuestas entrantes de SMS/WhatsApp por cliente, incluyendo las exclusiones por la palabra clave STOP"
"Reset the cached RFM score for the selected customer(s)? It will be recomputed on the next scheduled run (or live in the meantime).","¿Restablecer la puntuación RFM en caché de los clientes seleccionados? Se recalculará en la próxima ejecución programada (o en vivo mientras tanto)."
"Only APPROVED templates appear here — the WhatsApp Business Platform never allows a free-form message from a campaign send.","Aquí solo aparecen las plantillas APROBADAS — la Plataforma de WhatsApp Business nunca permite un mensaje de texto libre en un envío de campaña."
"Drift ratio, at least (1.0 = exactly on schedule)","Ratio de desviación, como mínimo (1,0 = exactamente según lo previsto)"
"Added to Cart","Añadido al carrito"
"A total of %1 score rule(s) have been disabled.","Se ha(n) deshabilitado %1 regla(s) de puntuación."
"Browse Abandoned (viewed a product, no order since)","Navegación abandonada (vio un producto, sin pedido desde entonces)"
"Changes","Cambios"
"Last Synced At","Última sincronización el"
"Save Lead Routing Rule","Guardar regla de enrutamiento de leads"
"Language","Idioma"
"To","Hasta"
"Export all data (JSON)","Exportar todos los datos (JSON)"
"Fri","vie"
"Shopping feed","Feed de compras"
"New WhatsApp Template","Nueva plantilla de WhatsApp"
"Leave blank to match every customer (a catch-all/default pool rule)","Déjalo en blanco para que coincida con todos los clientes (una regla general/predeterminada de la bolsa)"
"Error","Error"
"Reordered?","¿Ha vuelto a pedir?"
"Welcome New Customer","Bienvenida a nuevo cliente"
"ad audience","audiencia publicitaria"
"Refresh Now","Actualizar ahora"
"Import Campaign","Importar campaña"
"Build a segment","Crea un segmento"
"Match order — the first enabled rule that matches a customer wins","Orden de coincidencia — gana la primera regla habilitada que coincida con un cliente"
"Webhook Received (signed, from an external system)","Webhook recibido (firmado, de un sistema externo)"
"Price Drop","Bajada de precio"
"Maximum days since last order","Máximo de días desde el último pedido"
"Lead Routing Rule Information","Información de la regla de enrutamiento de leads"
"Segment Overlap","Solapamiento de segmentos"
"Not calculated yet","Todavía no calculado"
"Send a real test message on any channel to catch a typo'd placeholder before a real customer does. Consent, quiet hours, and frequency caps are all skipped - this always attempts to send.","Envía un mensaje de prueba real en cualquier canal para detectar un marcador con errata antes de que lo haga un cliente real. Se omiten el consentimiento, las horas de silencio y los límites de frecuencia - esto siempre intenta enviar."
"A total of %1 campaign(s) have been enabled.","Se ha(n) habilitado %1 campaña(s)."
"Could not save the ad audience: %1","No se pudo guardar la audiencia publicitaria: %1"
"Event","Evento"
"Delete the selected price watch subscription(s)? This cancels the watch - the customer or guest will need to register it again to be notified.","¿Eliminar la(s) suscripción(es) de vigilancia de precio seleccionada(s)? Esto cancela la vigilancia - el cliente o invitado deberá registrarla de nuevo para recibir notificaciones."
"lead routing rule","regla de enrutamiento de leads"
"Opted out","Se ha excluido"
"Enable in Configuration","Habilitar en Configuración"
"Segments, tags, RFM, lead score, NPS and loyalty tier for one customer","Segmentos, etiquetas, RFM, puntuación de lead, NPS y nivel de fidelización de un cliente"
"Meta Template ID","ID de plantilla de Meta"
"Order approvals stuck","Aprobaciones de pedidos bloqueadas"
"Summary","Resumen"
"Opt in","Aceptar"
"SMS","SMS"
"Add New Lead Routing Rule","Añadir nueva regla de enrutamiento de leads"
"Customer","Cliente"
"Import %1","Importar %1"
